book|chapter|verse|heading
Jeremiah|25|1|Seventy Years of Captivity
Jeremiah|25|15|The Cup of the Lord's Wrath
Jeremiah|26|1|Jeremiah Threatened with Death
Jeremiah|26|16|Jeremiah Spared from Death
Jeremiah|27|1|The Yoke of Nebuchadnezzar
Jeremiah|28|1|Hananiah the False Prophet
Jeremiah|29|1|Jeremiah's Letter to the Exiles
Jeremiah|29|24|Shemaiah's False Prophecy
Jeremiah|30|1|Restoration for Israel and Judah
Jeremiah|31|1|The Lord Will Turn Mourning to Joy
Jeremiah|31|31|The New Covenant
Jeremiah|32|1|Jeremiah Buys a Field During the Siege
Jeremiah|32|16|Jeremiah Prays for Understanding
Jeremiah|32|36|They Shall Be My People; I Will Be Their God
Jeremiah|33|1|The Lord Promises Peace
Jeremiah|33|14|The Lord's Eternal Covenant with David
Jeremiah|34|1|Zedekiah to Die in Babylon
Jeremiah|35|1|The Obedience of the Rechabites
Jeremiah|36|1|Jehoiakim Burns Jeremiah's Scroll
Jeremiah|37|1|Jeremiah Warns Zedekiah
Jeremiah|37|11|Jeremiah Imprisoned
Jeremiah|38|1|Jeremiah Cast into the Cistern
Jeremiah|38|7|Jeremiah Rescued from the Cistern
Jeremiah|38|14|Jeremiah Warns Zedekiah Again
Jeremiah|39|1|The Fall of Jerusalem
Jeremiah|39|11|The Lord Delivers Jeremiah
Jeremiah|40|1|Jeremiah Remains in Judah
Jeremiah|41|1|Gedaliah Murdered
Jeremiah|42|1|Warning Against Going to Egypt
Jeremiah|43|1|Jeremiah Taken to Egypt
Jeremiah|44|1|Judgment for Idolatry
Jeremiah|45|1|Message to Baruch
Jeremiah|46|1|Judgment on Egypt
Jeremiah|47|1|Judgment on the Philistines
Jeremiah|48|1|Judgment on Moab
Jeremiah|49|1|Judgment on Ammon
Jeremiah|49|7|Judgment on Edom
Jeremiah|49|23|Judgment on Damascus
Jeremiah|49|28|Judgment on Kedar and Hazor
Jeremiah|49|34|Judgment on Elam
Jeremiah|50|1|Judgment on Babylon
Jeremiah|51|1|The Utter Destruction of Babylon
Jeremiah|52|1|The Fall of Jerusalem Recounted
Jeremiah|52|12|The Temple Burned
Jeremiah|52|24|The People Exiled to Babylon
Jeremiah|52|31|Jehoiachin Released from Prison
Lamentations|1|1|How Lonely Sits the City
Lamentations|2|1|The Lord Has Destroyed Without Pity
Lamentations|3|1|Great Is Your Faithfulness
Lamentations|4|1|The Holy Stones Lie Scattered
Lamentations|5|1|Restore Us to Yourself, O Lord
Ezekiel|1|1|Ezekiel in Babylon
Ezekiel|1|4|The Glory of the Lord
Ezekiel|2|1|Ezekiel's Call
Ezekiel|3|16|A Watchman for Israel
Ezekiel|4|1|The Siege of Jerusalem Symbolized
Ezekiel|5|1|Jerusalem Will Be Destroyed
Ezekiel|6|1|Judgment Against Idolatry
Ezekiel|7|1|The Day of the Wrath of the Lord
Ezekiel|8|1|Abominations in the Temple
Ezekiel|9|1|Idolaters Killed
Ezekiel|10|1|The Glory of the Lord Leaves the Temple
Ezekiel|11|1|Judgment on Wicked Counselors
Ezekiel|11|14|Israel's New Heart and Spirit
Ezekiel|12|1|Judah's Captivity Symbolized
Ezekiel|13|1|False Prophets Condemned
Ezekiel|14|1|Idolatrous Elders Condemned
Ezekiel|14|12|Jerusalem Will Not Be Spared
Ezekiel|15|1|Jerusalem, a Useless Vine
Ezekiel|16|1|The Lord's Faithless Bride
Ezekiel|16|59|The Lord's Everlasting Covenant
Ezekiel|17|1|Parable of Two Eagles and a Vine
Ezekiel|18|1|The Soul Who Sins Shall Die
Ezekiel|19|1|A Lament for the Princes of Israel
Ezekiel|20|1|Israel's Continuing Rebellion
Ezekiel|20|33|The Lord Will Restore Israel
Ezekiel|21|1|The Lord Has Drawn His Sword
Ezekiel|22|1|Israel's Shedding of Blood
Ezekiel|23|1|Oholah and Oholibah
Ezekiel|24|1|The Siege of Jerusalem
Ezekiel|24|15|Ezekiel's Wife Dies
Ezekiel|25|1|Prophecy Against Ammon
Ezekiel|25|8|Prophecy Against Moab and Seir
Ezekiel|25|12|Prophecy Against Edom
Ezekiel|25|15|Prophecy Against Philistia
Ezekiel|26|1|Prophecy Against Tyre
Ezekiel|27|1|A Lament for Tyre
Ezekiel|28|1|Prophecy Against the Prince of Tyre
Ezekiel|28|11|A Lament over the King of Tyre
Ezekiel|28|20|Prophecy Against Sidon
Ezekiel|28|25|Israel Gathered in Security
Ezekiel|29|1|Prophecy Against Egypt
Ezekiel|30|1|A Lament for Egypt
Ezekiel|30|20|Egypt Shall Fall to Babylon
Ezekiel|31|1|Pharaoh to Be Slain
Ezekiel|32|1|A Lament over Pharaoh and Egypt
Ezekiel|33|1|Ezekiel Is Israel's Watchman
Ezekiel|33|10|Why Will You Die, Israel?
Ezekiel|33|21|Jerusalem Struck Down
Ezekiel|34|1|Prophecy Against the Shepherds of Israel
Ezekiel|34|11|The Lord God Will Seek Them Out
Ezekiel|34|25|The Lord's Covenant of Peace
Ezekiel|35|1|Prophecy Against Mount Seir
Ezekiel|36|1|Prophecy to the Mountains of Israel
Ezekiel|36|16|The Lord's Concern for His Holy Name
Ezekiel|36|22|I Will Put My Spirit Within You
Ezekiel|37|1|The Valley of Dry Bones
Ezekiel|37|15|I Will Be Their God; They Shall Be My People
Ezekiel|38|1|Prophecy Against Gog
Ezekiel|39|25|The Lord Will Restore Israel
Ezekiel|40|1|Vision of the New Temple
Ezekiel|40|5|The East Gate to the Outer Court
Ezekiel|40|17|The Outer Court
Ezekiel|40|20|The North Gate
Ezekiel|40|24|The South Gate
Ezekiel|40|28|The Inner Court
Ezekiel|40|44|Chambers for the Priests
Ezekiel|40|48|The Vestibule of the Temple
Ezekiel|41|1|The Inner Temple
Ezekiel|42|1|The Temple's Chambers
Ezekiel|43|1|The Glory of the Lord Fills the Temple
Ezekiel|43|13|The Altar
Ezekiel|44|1|The Gate for the Prince
Ezekiel|44|15|Rules for Levitical Priests
Ezekiel|45|1|The Holy District
Ezekiel|45|7|The Portion for the Prince
Ezekiel|46|1|The Prince and the Feasts
Ezekiel|46|19|Boiling Places for Offerings
Ezekiel|47|1|Water Flowing from the Temple
Ezekiel|47|13|Division of the Land
Ezekiel|48|30|The Gates of the City
Daniel|1|1|Daniel Taken to Babylon
Daniel|1|8|Daniel's Faithfulness
Daniel|2|1|Nebuchadnezzar's Dream
Daniel|2|17|God Reveals Nebuchadnezzar's Dream
Daniel|2|31|Daniel Interprets the Dream
Daniel|2|46|Daniel is Promoted
Daniel|3|1|Nebuchadnezzar's Golden Image
Daniel|3|8|The Fiery Furnace
Daniel|4|1|Nebuchadnezzar Praises God
Daniel|4|4|Nebuchadnezzar's Second Dream
Daniel|4|19|Daniel Interprets the Second Dream
Daniel|4|28|Nebuchadnezzar's Humiliation
Daniel|4|34|Nebuchadnezzar Restored
Daniel|5|1|The Handwriting on the Wall
Daniel|5|13|Daniel Interprets the Handwriting
Daniel|6|1|Daniel and the Lions' Den
Daniel|7|1|Daniel's Vision of the Four Beasts
Daniel|7|9|The Ancient of Days Reigns
Daniel|7|13|The Son of Man Is Given Dominion
Daniel|7|15|Daniel's Vision Interpreted
Daniel|8|1|Daniel's Vision of the Ram and the Goat
Daniel|8|15|The Interpretation of the Vision
Daniel|9|1|Daniel's Prayer for His People
Daniel|9|20|Gabriel Brings an Answer
Daniel|9|24|The Seventy Weeks
Daniel|10|1|Daniel's Terrifying Vision of a Man
Daniel|11|1|The Kings of the South and the North
Daniel|12|1|The Time of the End
Hosea|1|2|Hosea's Wife and Children
Hosea|2|1|Israel's Unfaithfulness Punished
Hosea|2|14|The Lord's Mercy on Israel
Hosea|3|1|Hosea Redeems His Wife
Hosea|4|1|The Lord Accuses Israel
Hosea|5|1|Punishment Coming for Israel and Judah
Hosea|6|1|Israel and Judah Are Unrepentant
Hosea|8|1|Israel Will Reap the Whirlwind
Hosea|9|1|The Lord Will Punish Israel
Hosea|11|1|The Lord's Love for Israel
Hosea|12|2|The Lord's Indictment of Israel and Judah
Hosea|13|1|The Lord's Relentless Judgment on Israel
Hosea|14|1|A Plea to Return to the Lord
Joel|1|2|An Invasion of Locusts
Joel|1|13|A Call to Repentance
Joel|2|1|The Day of the Lord
Joel|2|12|Return to the Lord
Joel|2|18|The Lord Had Pity
Joel|2|28|The Lord Will Pour Out His Spirit
Joel|3|1|The Lord Judges the Nations
Joel|3|17|The Glorious Future of Judah
Amos|1|2|Judgment on Israel's Neighbors
Amos|2|4|Judgment on Judah
Amos|2|6|Judgment on Israel
Amos|3|1|Israel's Guilt and Punishment
Amos|4|6|Israel Has Not Returned to the Lord
Amos|5|1|Seek the Lord and Live
Amos|5|18|Let Justice Roll Down
Amos|6|1|Woe to Those at Ease in Zion
Amos|7|1|Warning Visions
Amos|7|10|Amos Accused
Amos|8|1|The Coming Day of Bitter Mourning
Amos|9|1|The Destruction of Israel
Amos|9|11|The Restoration of Israel
Obadiah|1|1|Edom Will Be Humbled
Obadiah|1|10|Edom's Violence Against Jacob
Obadiah|1|15|The Day of the Lord Is Near
Obadiah|1|19|The Kingdom of the Lord
Jonah|1|1|Jonah Flees the Presence of the Lord
Jonah|1|7|Jonah Is Thrown into the Sea
Jonah|1|17|A Great Fish Swallows Jonah
Jonah|2|1|Jonah's Prayer
Jonah|3|1|Jonah Goes to Nineveh
Jonah|3|6|The People of Nineveh Repent
Jonah|4|1|Jonah's Anger and the Lord's Compassion
Micah|1|2|The Coming Destruction
Micah|2|1|Woe to the Oppressors
Micah|3|1|Rulers and Prophets Denounced
Micah|4|1|The Mountain of the Lord
Micah|4|6|The Lord Shall Rescue Zion
Micah|5|1|The Ruler to Be Born in Bethlehem
Micah|5|7|A Remnant Shall Be Delivered
Micah|6|1|The Indictment of the Lord
Micah|6|6|What Does the Lord Require?
Micah|6|9|Destruction of the Wicked
Micah|7|1|Wait for the God of Salvation
Micah|7|18|God's Steadfast Love and Compassion
Nahum|1|2|God's Wrath Against Nineveh
Nahum|2|1|The Destruction of Nineveh
Nahum|3|1|Woe to Nineveh
Habakkuk|1|2|Habakkuk's Complaint
Habakkuk|1|5|The Lord's Answer
Habakkuk|1|12|Habakkuk's Second Complaint
Habakkuk|2|2|The Righteous Shall Live by His Faith
Habakkuk|2|6|Woe to the Chaldeans
Habakkuk|3|1|Habakkuk's Prayer
Habakkuk|3|17|Habakkuk Rejoices in the Lord
Zephaniah|1|2|The Coming Judgment on Judah
Zephaniah|1|7|The Day of the Lord Is Near
Zephaniah|2|1|Judgment on Judah's Enemies
Zephaniah|3|1|Judgment on Jerusalem and the Nations
Zephaniah|3|9|The Conversion of the Nations
Zephaniah|3|14|Israel's Joy and Restoration
Haggai|1|1|The Command to Rebuild the Temple
Haggai|1|12|The People Obey the Lord
Haggai|2|1|The Coming Glory of the Temple
Haggai|2|10|Blessings for a Defiled People
Haggai|2|20|Zerubbabel Chosen as a Signet
Zechariah|1|1|A Call to Return to the Lord
Zechariah|1|7|A Vision of a Horseman
Zechariah|1|18|A Vision of Horns and Craftsmen
Zechariah|2|1|A Vision of a Man with a Measuring Line
Zechariah|3|1|A Vision of Joshua the High Priest
Zechariah|4|1|A Vision of a Golden Lampstand
Zechariah|5|1|A Vision of a Flying Scroll
Zechariah|5|5|A Vision of a Woman in a Basket
Zechariah|6|1|A Vision of Four Chariots
Zechariah|6|9|The Crown and the Temple
Zechariah|7|1|A Call for Justice and Mercy
Zechariah|8|1|The Coming Peace and Prosperity of Zion
Zechariah|9|1|Judgment on Israel's Enemies
Zechariah|9|9|The Coming King of Zion
Zechariah|9|14|The Lord Will Save His People
Zechariah|10|1|The Restoration for Judah and Israel
Zechariah|11|1|The Flock Doomed to Slaughter
Zechariah|12|1|The Lord Will Give Salvation
Zechariah|12|10|Him Whom They Have Pierced
Zechariah|13|2|Idolatry Cut Off
Zechariah|13|7|The Shepherd Struck
Zechariah|14|1|The Coming Day of the Lord
Malachi|1|2|The Lord's Love for Israel
Malachi|1|6|The Priests' Polluted Offerings
Malachi|2|1|The Lord Rebukes the Priests
Malachi|2|10|Judah Profaned the Covenant
Malachi|2|17|The Messenger of the Lord
Malachi|3|6|Robbing God
Malachi|3|16|The Book of Remembrance
Malachi|4|1|The Great Day of the Lord
Matthew|1|1|The Genealogy of Jesus Christ
Matthew|1|18|The Birth of Jesus Christ
Matthew|2|2|The Visit of the Wise Men
Matthew|2|13|The Flight to Egypt
Matthew|2|16|Herod Kills the Children
Matthew|2|19|The Return to Nazareth
Matthew|3|1|John the Baptist Prepares the Way
Matthew|3|13|The Baptism of Jesus
Matthew|4|1|The Temptation of Jesus
Matthew|4|12|Jesus Begins His Ministry
Matthew|4|18|Jesus Calls the First Disciples
Matthew|4|23|Jesus Ministers to Great Crowds
Matthew|5|1|The Sermon on the Mount
Matthew|5|2|The Beatitudes
Matthew|5|13|Salt and Light
Matthew|5|17|Christ Came to Fulfill the Law
Matthew|5|21|Anger
Matthew|5|27|Lust
Matthew|5|31|Divorce
Matthew|5|33|Oaths
Matthew|5|38|Retaliation
Matthew|5|43|Love Your Enemies
Matthew|6|1|Giving to the Needy
Matthew|6|5|The Lord's Prayer
Matthew|6|16|Fasting
Matthew|6|19|Lay Up Treasures in Heaven
Matthew|6|25|Do Not Be Anxious
Matthew|7|1|Judging Others
Matthew|7|7|Ask, and It Will Be Given
Matthew|7|12|The Golden Rule
Matthew|7|15|A Tree and its Fruit
Matthew|7|21|I Never Knew You
Matthew|7|24|Build Your House on the Rock
Matthew|7|28|The Authority of Jesus
Matthew|8|1|Jesus Cleanses a Leper
Matthew|8|5|The Faith of a Centurion
Matthew|8|14|Jesus Heals Many
Matthew|8|18|The Cost of Following Jesus
Matthew|8|23|Jesus Calms a Storm
Matthew|8|28|Jesus Heals Two Men with Demons
Matthew|9|1|Jesus Heals a Paralytic
Matthew|9|9|Jesus Calls Matthew
Matthew|9|14|A Question About Fasting
Matthew|9|18|A Girl Restored to Life and a Woman Healed
Matthew|9|27|Jesus Heals Two Blind Men
Matthew|9|32|Jesus Heals a Man Unable to Speak
Matthew|9|35|The Harvest Is Plentiful, the Laborers Few
Matthew|10|1|The Twelve Apostles
Matthew|10|5|Jesus Sends Out the Twelve Apostles
Matthew|10|16|Persecution Will Come
Matthew|10|26|Have No Fear
Matthew|10|34|Not Peace, but a Sword
Matthew|10|40|Rewards
Matthew|11|1|Messengers from John the Baptist
Matthew|11|20|Woe to Unrepentant Cities
Matthew|11|25|Come to Me, and I Will Give You Rest
Matthew|12|1|Jesus Is Lord of the Sabbath
Matthew|12|9|A Man with a Withered Hand
Matthew|12|15|God's Chosen Servant
Matthew|12|22|Blasphemy Against the Holy Spirit
Matthew|12|33|A Tree is Known by its Fruit
Matthew|12|38|The Sign of Jonah
Matthew|12|43|Return of an Unclean Spirit
Matthew|12|46|Jesus' Mother and Brothers
Matthew|13|1|The Parable of the Sower
Matthew|13|10|The Purpose of the Parables
Matthew|13|18|The Parable of the Sower Explained
Matthew|13|24|The Parable of the Weeds
Matthew|13|31|The Mustard Seed and the Leaven
Matthew|13|34|Prophecy and Parables
Matthew|13|36|The Parable of the Weeds Explained
Matthew|13|44|The Parable of the Hidden Treasure
Matthew|13|45|The Parable of the Pearl of Great Value
Matthew|13|47|The Parable of the Net
Matthew|13|51|New and Old Treasures
Matthew|13|53|Jesus Rejected at Nazareth
Matthew|14|1|The Death of John the Baptist
Matthew|14|13|Jesus Feeds the Five Thousand
Matthew|14|22|Jesus Walks on the Water
Matthew|14|34|Jesus Heals the Sick in Gennesaret
Matthew|15|1|Traditions and Commandments
Matthew|15|10|What Defiles a Person
Matthew|15|21|The Faith of a Canaanite Woman
Matthew|15|29|Jesus Heals Many
Matthew|15|32|Jesus Feeds the Four Thousand
Matthew|16|1|The Pharisees and Sadducees Demand Signs
Matthew|16|5|The Leaven of the Pharisees and Sadducees
Matthew|16|13|Peter Confesses Jesus as the Christ
Matthew|16|21|Jesus Foretells His Death and Resurrection
Matthew|16|24|Take Up Your Cross and Follow Jesus
Matthew|17|1|The Transfiguration
Matthew|17|14|Jesus Heals a Boy with a Demon
Matthew|17|22|Jesus Again Foretells Death, Resurrection
Matthew|17|24|The Temple Tax
Matthew|18|1|Who Is the Greatest?
Matthew|18|7|Temptations to Sin
Matthew|18|10|The Parable of the Lost Sheep
Matthew|18|15|If Your Brother Sins Against You
Matthew|18|21|The Parable of the Unforgiving Servant
Matthew|19|1|Teaching About Divorce
Matthew|19|13|Let the Children Come to Me
Matthew|19|16|The Rich Young Man
Matthew|20|1|Laborers in the Vineyard
Matthew|20|17|Jesus Foretells His Death a Third Time
Matthew|20|20|A Mother's Request
Matthew|20|29|Jesus Heals Two Blind Men
Matthew|21|1|The Triumphal Entry
Matthew|21|12|Jesus Cleanses the Temple
Matthew|21|18|Jesus Curses the Fig Tree
Matthew|21|23|The Authority of Jesus Challenged
Matthew|21|28|The Parable of the Two Sons
Matthew|21|33|The Parable of the Tenants
Matthew|22|1|The Parable of the Wedding Feast
Matthew|22|15|Paying Taxes to Caesar
Matthew|22|23|Sadducees Ask About the Resurrection
Matthew|22|34|The Great Commandment
Matthew|22|41|Whose Son Is the Christ?
Matthew|23|1|Seven Woes to the Scribes and Pharisees
Matthew|23|37|Lament over Jerusalem
Matthew|24|1|Jesus Foretells Destruction of the Temple
Matthew|24|3|Signs of the End of the Age
Matthew|24|15|The Abomination of Desolation
Matthew|24|29|The Coming of the Son of Man
Matthew|24|32|The Lesson of the Fig Tree
Matthew|24|36|No One Knows That Day and Hour
Matthew|25|1|The Parable of the Ten Virgins
Matthew|25|14|The Parable of the Talents
Matthew|25|31|The Final Judgment
Matthew|26|1|The Plot to Kill Jesus
Matthew|26|6|Jesus Anointed at Bethany
Matthew|26|14|Judas to Betray Jesus
Matthew|26|17|The Passover with the Disciples
Matthew|26|26|Institution of the Lord's Supper
Matthew|26|30|Jesus Foretells Peter's Denial
Matthew|26|36|Jesus Prays in Gethsemane
Matthew|26|47|Betrayal and Arrest of Jesus
Matthew|26|57|Jesus Before Caiaphas and the Council
Matthew|26|69|Peter Denies Jesus
Matthew|27|1|Jesus Delivered to Pilate
Matthew|27|3|Judas Hangs Himself
Matthew|27|11|Jesus Before Pilate
Matthew|27|15|The Crowd Chooses Barabbas
Matthew|27|24|Pilate Delivers Jesus to Be Crucified
Matthew|27|27|Jesus Is Mocked
Matthew|27|32|The Crucifixion
Matthew|27|45|The Death of Jesus
Matthew|27|57|Jesus Is Buried
Matthew|27|62|The Guard at the Tomb
Matthew|28|1|The Resurrection
Matthew|28|11|The Report of the Guard
Matthew|28|16|The Great Commission
Mark|1|1|John the Baptist Prepares the Way
Mark|1|9|The Baptism of Jesus
Mark|1|12|The Temptation of Jesus
Mark|1|14|Jesus Begins His Ministry
Mark|1|16|Jesus Calls the First Disciples
Mark|1|21|Jesus Heals a Man with an Unclean Spirit
Mark|1|29|Jesus Heals Many
Mark|1|35|Jesus Preaches in Galilee
Mark|1|40|Jesus Cleanses a Leper
Mark|2|1|Jesus Heals a Paralytic
Mark|2|13|Jesus Calls Levi
Mark|2|18|A Question About Fasting
Mark|2|23|Jesus Is Lord of the Sabbath
Mark|3|1|A Man with a Withered Hand
Mark|3|7|A Great Crowd Follows Jesus
Mark|3|13|The Twelve Apostles
Mark|3|22|Blasphemy Against the Holy Spirit
Mark|3|31|Jesus' Mother and Brothers
Mark|4|1|The Parable of the Sower
Mark|4|10|The Purpose of the Parables
Mark|4|21|A Lamp Under a Basket
Mark|4|26|The Parable of the Seed Growing
Mark|4|30|The Parable of the Mustard Seed
Mark|4|35|Jesus Calms a Storm
Mark|5|1|Jesus Heals a Man with a Demon
Mark|5|21|Jesus Heals a Woman and Jairus's Daughter
Mark|6|1|Jesus Rejected at Nazareth
Mark|6|7|Jesus Sends Out the Twelve Apostles
Mark|6|14|The Death of John the Baptist
Mark|6|30|Jesus Feeds the Five Thousand
Mark|6|45|Jesus Walks on the Water
Mark|6|53|Jesus Heals the Sick in Gennesaret
Mark|7|1|Traditions and Commandments
Mark|7|14|What Defiles a Person
Mark|7|24|The Syrophoenician Woman's Faith
Mark|7|31|Jesus Heals a Deaf Man
Mark|8|1|Jesus Feeds the Four Thousand
Mark|8|11|The Pharisees Demand a Sign
Mark|8|14|The Leaven of the Pharisees and Herod
Mark|8|22|Jesus Heals a Blind Man at Bethsaida
Mark|8|27|Peter Confesses Jesus as the Christ
Mark|8|31|Jesus Foretells His Death and Resurrection
Mark|9|2|The Transfiguration
Mark|9|14|Jesus Heals a Boy with an Unclean Spirit
Mark|9|30|Jesus Again Foretells Death, Resurrection
Mark|9|33|Who Is the Greatest?
Mark|9|38|Anyone Not Against Us is for Us
Mark|9|42|Temptations to Sin
Mark|10|1|Teaching About Divorce
Mark|10|13|Let the Children Come to Me
Mark|10|17|The Rich Young Man
Mark|10|32|Jesus Foretells His Death a Third Time
Mark|10|35|The Request of James and John
Mark|10|46|Jesus Heals Blind Bartimaeus
Mark|11|1|The Triumphal Entry
Mark|11|12|Jesus Curses the Fig Tree
Mark|11|15|Jesus Cleanses the Temple
Mark|11|20|The Lesson from the Withered Fig Tree
Mark|11|27|The Authority of Jesus Challenged
Mark|12|1|The Parable of the Tenants
Mark|12|13|Paying Taxes to Caesar
Mark|12|18|The Sadducees Ask About the Resurrection
Mark|12|28|The Great Commandment
Mark|12|35|Whose Son Is the Christ?
Mark|12|38|Beware of the Scribes
Mark|12|41|The Widow's Offering
Mark|13|1|Jesus Foretells Destruction of the Temple
Mark|13|3|Signs of the End of the Age
Mark|13|14|The Abomination of Desolation
Mark|13|24|The Coming of the Son of Man
Mark|13|28|The Lesson of the Fig Tree
Mark|13|32|No One Knows That Day or Hour
Mark|14|1|The Plot to Kill Jesus
Mark|14|3|Jesus Anointed at Bethany
Mark|14|10|Judas to Betray Jesus
Mark|14|12|The Passover with the Disciples
Mark|14|22|Institution of the Lord's Supper
Mark|14|26|Jesus Foretells Peter's Denial
Mark|14|32|Jesus Prays in Gethsemane
Mark|14|43|Betrayal and Arrest of Jesus
Mark|14|51|A Young Man Flees
Mark|14|53|Jesus Before the Council
Mark|14|66|Peter Denies Jesus
Mark|15|1|Peter Denies Jesus
Mark|15|6|Pilate Delivers Jesus to Be Crucified
Mark|15|16|Jesus Is Mocked
Mark|15|21|The Crucifixion
Mark|15|33|The Death of Jesus
Mark|15|42|Jesus Is Buried
Mark|16|1|The Resurrection
Mark|16|9|Jesus Appears to Mary Magdalene
Mark|16|12|Jesus Appears to Two Disciples
Mark|16|14|The Great Commission
Luke|1|1|Dedication to Theophilus
Luke|1|5|Birth of John the Baptist Foretold
Luke|1|26|Birth of Jesus Foretold
Luke|1|39|Mary Visits Elizabeth
Luke|1|46|Mary's Song of Praise: The Magnificat
Luke|1|57|The Birth of John the Baptist
Luke|1|67|Zechariah's Prophecy
Luke|2|1|The Birth of Jesus Christ
Luke|2|8|The Shepherds and the Angels
Luke|2|22|Jesus Presented at the Temple
Luke|2|39|The Return to Nazareth
Luke|2|41|The Boy Jesus in the Temple
Luke|3|1|John the Baptist Prepares the Way
Luke|3|23|The Genealogy of Jesus Christ
Luke|4|1|The Temptation of Jesus
Luke|4|14|Jesus Begins His Ministry
Luke|4|16|Jesus Rejected at Nazareth
Luke|4|31|Jesus Heals a Man with an Unclean Demon
Luke|4|38|Jesus Heals Many
Luke|4|42|Jesus Preaches in Synagogues
Luke|5|1|Jesus Calls the First Disciples
Luke|5|12|Jesus Cleanses a Leper
Luke|5|17|Jesus Heals a Paralytic
Luke|5|27|Jesus Calls Levi
Luke|5|33|A Question About Fasting
Luke|6|1|Jesus Is Lord of the Sabbath
Luke|6|6|A Man with a Withered Hand
Luke|6|12|The Twelve Apostles
Luke|6|17|Jesus Ministers to a Great Multitude
Luke|6|20|The Beatitudes
Luke|6|24|Jesus Pronounces Woes
Luke|6|27|Love Your Enemies
Luke|6|37|Judging Others
Luke|6|43|A Tree and its Fruit
Luke|6|46|Build Your House on the Rock
Luke|7|1|Jesus Heals a Centurion's Servant
Luke|7|11|Jesus Raises a Widow's Son
Luke|7|18|Messengers from John the Baptist
Luke|7|36|A Sinful Woman Forgiven
Luke|8|1|Women Accompanying Jesus
Luke|8|4|The Parable of the Sower
Luke|8|9|The Purpose of the Parables
Luke|8|16|A Lamp Under a Jar
Luke|8|19|Jesus' Mother and Brothers
Luke|8|22|Jesus Calms a Storm
Luke|8|26|Jesus Heals a Man with a Demon
Luke|8|40|Jesus Heals a Woman and Jairus's Daughter
Luke|9|1|Jesus Sends Out the Twelve Apostles
Luke|9|7|Herod Is Perplexed by Jesus
Luke|9|10|Jesus Feeds the Five Thousand
Luke|9|18|Peter Confesses Jesus as the Christ
Luke|9|21|Jesus Foretells His Death
Luke|9|23|Take Up Your Cross and Follow Jesus
Luke|9|28|The Transfiguration
Luke|9|37|Jesus Heals a Boy with an Unclean Spirit
Luke|9|43|Jesus Again Foretells His Death
Luke|9|46|Who Is the Greatest?
Luke|9|49|Anyone Not Against Us is for Us
Luke|9|51|A Samaritan Village Rejects Jesus
Luke|9|57|The Cost of Following Jesus
Luke|10|1|Jesus Sends Out the Seventy-Two
Luke|10|13|Woe to Unrepentant Cities
Luke|10|17|The Return of the Seventy-Two
Luke|10|21|Jesus Rejoices in the Father's Will
Luke|10|25|The Parable of the Good Samaritan
Luke|10|38|Martha and Mary
Luke|11|1|The Lord's Prayer
Luke|11|14|Jesus and Beelzebul
Luke|11|24|Return of an Unclean Spirit
Luke|11|27|True Blessedness
Luke|11|29|The Sign of Jonah
Luke|11|33|The Light in You
Luke|11|37|Woes to the Pharisees and Lawyers
Luke|12|1|Beware of the Leaven of the Pharisees
Luke|12|4|Have No Fear
Luke|12|8|Acknowledge Christ Before Men
Luke|12|13|The Parable of the Rich Fool
Luke|12|22|Do Not Be Anxious
Luke|12|35|You Must Be Ready
Luke|12|49|Not Peace, but Division
Luke|12|54|Interpreting the Time
Luke|12|57|Settle with Your Accuser
Luke|13|1|Repent or Perish
Luke|13|6|The Parable of the Barren Fig Tree
Luke|13|10|A Woman with a Disabling Spirit
Luke|13|18|The Mustard Seed and the Leaven
Luke|13|22|The Narrow Door
Luke|13|31|Lament over Jerusalem
Luke|14|1|Healing of a Man on the Sabbath
Luke|14|7|The Parable of the Wedding Feast
Luke|14|12|The Parable of the Great Banquet
Luke|14|25|The Cost of Discipleship
Luke|14|34|Salt Without Taste Is Worthless
Luke|15|1|The Parable of the Lost Sheep
Luke|15|8|The Parable of the Lost Coin
Luke|15|11|The Parable of the Prodigal Son
Luke|16|1|The Parable of the Dishonest Manager
Luke|16|14|The Law and the Kingdom of God
Luke|16|18|Divorce and Remarriage
Luke|16|19|The Rich Man and Lazarus
Luke|17|1|Temptations to Sin
Luke|17|5|Increase Our Faith
Luke|17|7|Unworthy Servants
Luke|17|11|Jesus Cleanses Ten Lepers
Luke|17|20|The Coming of the Kingdom
Luke|18|1|The Parable of the Persistent Widow
Luke|18|9|The Pharisee and the Tax Collector
Luke|18|15|Let the Children Come to Me
Luke|18|18|The Rich Ruler
Luke|18|31|Jesus Foretells His Death a Third Time
Luke|18|35|Jesus Heals a Blind Beggar
Luke|19|1|Jesus and Zacchaeus
Luke|19|11|The Parable of the Ten Minas
Luke|19|28|The Triumphal Entry
Luke|19|41|Jesus Weeps over Jerusalem
Luke|19|45|Jesus Cleanses the Temple
Luke|20|1|The Authority of Jesus Challenged
Luke|20|9|The Parable of the Wicked Tenants
Luke|20|19|Paying Taxes to Caesar
Luke|20|27|Sadducees Ask About the Resurrection
Luke|20|41|Whose Son Is the Christ?
Luke|20|45|Beware of the Scribes
Luke|21|1|The Widow's Offering
Luke|21|5|Jesus Foretells Destruction of the Temple
Luke|21|10|Jesus Foretells Wars and Persecution
